customer_id,transaction_amount,transaction_type,transaction_time,is_fraud
5636,799.5422326289272,offline,2021-01-01 02:08:00,0
2059,162.52103633204152,offline,2021-01-01 02:09:00,0
7668,628.8946308160205,online,2021-01-01 02:10:00,0
4157,345.2568387333846,offline,2021-01-01 02:11:00,0
6915,135.2154541243964,online,2021-01-01 02:12:00,0
3693,420.33616946181627,offline,2021-01-01 02:13:00,0
4627,24.660772521298888,offline,2021-01-01 02:14:00,0
6450,842.6345326874347,online,2021-01-01 02:15:00,0
2663,518.3629817284386,online,2021-01-01 02:16:00,0
6592,147.7684107988822,offline,2021-01-01 02:17:00,0
8392,244.61051520509486,online,2021-01-01 02:18:00,0
2306,453.4954402171414,online,2021-01-01 02:19:00,0
7776,196.98068898739317,offline,2021-01-01 02:20:00,0
6864,275.913169886075,offline,2021-01-01 02:21:00,0
8526,539.0417085929106,online,2021-01-01 02:22:00,0
9901,834.2829229080016,offline,2021-01-01 02:23:00,0
6575,407.8212888330216,offline,2021-01-01 02:24:00,0
6530,719.8055208180128,offline,2021-01-01 02:25:00,0
5413,877.9173713260419,online,2021-01-01 02:26:00,0
4748,224.13793089320035,online,2021-01-01 02:27:00,0
1663,809.1200506981385,online,2021-01-01 02:28:00,0
2998,759.8281763477171,offline,2021-01-01 02:29:00,0
8994,363.36792496865365,online,2021-01-01 02:30:00,0
2495,989.6247599058585,offline,2021-01-01 02:31:00,0
4304,269.94664772159746,offline,2021-01-01 02:32:00,0
4763,262.2552333713786,offline,2021-01-01 02:33:00,0
6232,774.5365730066658,offline,2021-01-01 02:34:00,0
2853,440.3107448705734,online,2021-01-01 02:35:00,0
7585,337.4870448332328,offline,2021-01-01 02:36:00,0
2291,186.87617728571192,offline,2021-01-01 02:37:00,0
4581,767.6791066251986,online,2021-01-01 02:38:00,0
8554,788.4585880747163,offline,2021-01-01 02:39:00,0
8280,570.898363197839,online,2021-01-01 02:40:00,0
2636,957.7404770594592,online,2021-01-01 02:41:00,0
4696,324.9816377184277,online,2021-01-01 02:42:00,0
1698,227.42285502454382,offline,2021-01-01 02:43:00,0
5737,680.6921012451173,online,2021-01-01 02:44:00,0
1854,760.8245543917077,offline,2021-01-01 02:45:00,0
9164,232.65691084630416,online,2021-01-01 02:46:00,0
6855,85.84465661850211,online,2021-01-01 02:47:00,0
8392,812.4113217205082,online,2021-01-01 02:48:00,0
7528,976.7369539095523,online,2021-01-01 02:49:00,0
6249,648.2255632115615,offline,2021-01-01 02:50:00,0
6172,285.0882311424552,offline,2021-01-01 02:51:00,0
2707,996.7058824672641,online,2021-01-01 02:52:00,0
6791,894.3339699044067,online,2021-01-01 02:53:00,0
6535,518.246839817491,online,2021-01-01 02:54:00,0
5931,827.0680719934154,offline,2021-01-01 02:55:00,0
4510,817.6623180303371,online,2021-01-01 02:56:00,0
1202,935.4509799767645,online,2021-01-01 02:57:00,0
5218,842.5146053357255,offline,2021-01-01 02:58:00,0
9958,647.2424435975928,online,2021-01-01 02:59:00,0
5389,613.2106817669423,online,2021-01-01 03:00:00,0
3327,472.68371544829563,online,2021-01-01 03:01:00,0
9004,630.2207835710498,online,2021-01-01 03:02:00,0
3931,797.2644206650789,offline,2021-01-01 03:03:00,0
8777,969.3472500395278,offline,2021-01-01 03:04:00,0
1197,472.6144846002989,offline,2021-01-01 03:05:00,0
8125,577.9166709588695,online,2021-01-01 03:06:00,0
2930,450.35744010819394,online,2021-01-01 03:07:00,0
7287,671.80373477357,offline,2021-01-01 03:08:00,0
9800,633.6212990206469,online,2021-01-01 03:09:00,0
5282,27.655452291687066,online,2021-01-01 03:10:00,0
3511,545.7499435096519,offline,2021-01-01 03:11:00,0
1659,97.60202674202388,offline,2021-01-01 03:12:00,0
3811,36.11978182548296,online,2021-01-01 03:13:00,0
8098,793.2851904638512,offline,2021-01-01 03:14:00,0
7546,266.0633635377075,online,2021-01-01 03:15:00,0
2986,347.24852651442626,offline,2021-01-01 03:16:00,0
9338,73.44374172802554,offline,2021-01-01 03:17:00,0
3911,187.70525788940714,online,2021-01-01 03:18:00,1
2734,767.9487700752144,online,2021-01-01 03:19:00,0
2843,498.5955219302947,offline,2021-01-01 03:20:00,0
9680,881.861777924647,online,2021-01-01 03:21:00,0
3976,403.26971015216685,online,2021-01-01 03:22:00,0
2959,276.0137283967255,online,2021-01-01 03:23:00,0
6759,354.12381631406447,offline,2021-01-01 03:24:00,0
7694,715.6440755817354,online,2021-01-01 03:25:00,0
3385,559.4556156111412,online,2021-01-01 03:26:00,0
5736,905.1492954769036,offline,2021-01-01 03:27:00,0
2802,606.1470816949944,offline,2021-01-01 03:28:00,0
9155,498.0880263966881,offline,2021-01-01 03:29:00,0
9120,787.8951966478655,offline,2021-01-01 03:30:00,0
7616,948.0585122261108,online,2021-01-01 03:31:00,1
6534,362.28745213252085,online,2021-01-01 03:32:00,0
5061,257.3774480638229,offline,2021-01-01 03:33:00,0
1262,620.0552223311978,offline,2021-01-01 03:34:00,0
7287,503.8840929423422,online,2021-01-01 03:35:00,0
9815,989.2937191161355,online,2021-01-01 03:36:00,0
3049,467.738166306256,offline,2021-01-01 03:37:00,0
6423,83.5882358467424,online,2021-01-01 03:38:00,0
5548,977.5953701698595,online,2021-01-01 03:39:00,0
4108,845.1510761376047,offline,2021-01-01 03:40:00,1
8158,186.4676425183837,offline,2021-01-01 03:41:00,0
8400,905.5592005817406,offline,2021-01-01 03:42:00,0
4170,347.26015261352717,offline,2021-01-01 03:43:00,0
3255,383.34086468910004,online,2021-01-01 03:44:00,0
2154,907.3275675385377,offline,2021-01-01 03:45:00,0
5499,534.8144093849621,online,2021-01-01 03:46:00,0
7295,146.38530010453445,online,2021-01-01 03:47:00,0
7197,375.365597748386,online,2021-01-01 03:48:00,0
2648,724.876471805202,offline,2021-01-01 03:49:00,0
6539,182.44234618733654,online,2021-01-01 03:50:00,1
5199,594.3288854322951,offline,2021-01-01 03:51:00,0
9445,698.3213916149728,offline,2021-01-01 03:52:00,0
3557,350.41503978715355,offline,2021-01-01 03:53:00,0
6592,696.9418818212391,online,2021-01-01 03:54:00,0
1098,885.3652783110255,offline,2021-01-01 03:55:00,0
3200,477.3955767909085,offline,2021-01-01 03:56:00,0
3961,389.0802348979878,online,2021-01-01 03:57:00,0
5973,258.64681734470287,offline,2021-01-01 03:58:00,0
5433,608.1634250646712,online,2021-01-01 03:59:00,0
3869,881.0535275583288,online,2021-01-01 04:00:00,0
1956,331.4146545133421,offline,2021-01-01 04:01:00,0
9352,402.27316929193046,offline,2021-01-01 04:02:00,0
6699,412.55926237448404,offline,2021-01-01 04:03:00,0
7944,565.204218359742,offline,2021-01-01 04:04:00,0
5493,236.12487195176422,online,2021-01-01 04:05:00,0
5911,823.9890437546272,offline,2021-01-01 04:06:00,0
4987,302.6462547291791,offline,2021-01-01 04:07:00,0
7015,708.309063987715,online,2021-01-01 04:08:00,0
2218,518.0835843617565,offline,2021-01-01 04:09:00,0
5496,590.0386273192292,offline,2021-01-01 04:10:00,0
5735,187.81265143902985,offline,2021-01-01 04:11:00,0
5555,737.6729661963889,offline,2021-01-01 04:12:00,0
9050,196.7343138522048,offline,2021-01-01 04:13:00,0
4446,122.33890125116473,online,2021-01-01 04:14:00,0
2045,551.2127048898991,offline,2021-01-01 04:15:00,0
7893,712.2041655484886,online,2021-01-01 04:16:00,0
2693,59.53547807040916,online,2021-01-01 04:17:00,0
4436,78.70136179113665,online,2021-01-01 04:18:00,0
9754,804.6523710788598,online,2021-01-01 04:19:00,0
6895,810.9423725122587,offline,2021-01-01 04:20:00,0
4354,252.8516698884904,offline,2021-01-01 04:21:00,0
1225,619.0759207722015,online,2021-01-01 04:22:00,0
5893,448.7482743932129,offline,2021-01-01 04:23:00,0
8022,636.3690809894779,offline,2021-01-01 04:24:00,0
6600,864.2504912582328,online,2021-01-01 04:25:00,0
8996,89.05786033643393,offline,2021-01-01 04:26:00,0
8683,780.2045817285698,online,2021-01-01 04:27:00,0
5642,498.09881347582893,online,2021-01-01 04:28:00,0
8679,568.4856743243765,offline,2021-01-01 04:29:00,0
9208,657.392046416949,offline,2021-01-01 04:30:00,0
8339,923.3969176378163,offline,2021-01-01 04:31:00,0
3205,66.15275401622048,online,2021-01-01 04:32:00,0
2069,39.18158860320318,online,2021-01-01 04:33:00,0
4444,186.47916367388575,offline,2021-01-01 04:34:00,0
2060,986.5832487664691,online,2021-01-01 04:35:00,0
3327,717.9256037039979,offline,2021-01-01 04:36:00,0
4420,618.4947078639569,offline,2021-01-01 04:37:00,0
1301,56.56866288060042,offline,2021-01-01 04:38:00,0
1606,880.3191216540351,offline,2021-01-01 04:39:00,0
4170,814.6292847641879,online,2021-01-01 04:40:00,0
1699,668.1520434284141,offline,2021-01-01 04:41:00,0
6088,345.73950732985566,online,2021-01-01 04:42:00,0
1190,79.79990601257474,online,2021-01-01 04:43:00,0
1980,584.2381030219133,online,2021-01-01 04:44:00,0
3975,722.4976257462291,online,2021-01-01 04:45:00,0
7102,103.29794697247496,online,2021-01-01 04:46:00,0
2184,637.429983200511,online,2021-01-01 04:47:00,0
4327,293.50240720828697,offline,2021-01-01 04:48:00,0
4394,766.6017790076136,online,2021-01-01 04:49:00,0
9319,544.2196920958187,offline,2021-01-01 04:50:00,0
2816,137.74641993233234,online,2021-01-01 04:51:00,0
6854,531.2542532559037,offline,2021-01-01 04:52:00,0
7709,401.7794947330515,offline,2021-01-01 04:53:00,0
1569,188.55240859883537,online,2021-01-01 04:54:00,0
6442,843.100566821502,offline,2021-01-01 04:55:00,0
2895,20.91816401414484,offline,2021-01-01 04:56:00,0
3733,319.0069941093249,online,2021-01-01 04:57:00,0
4863,22.469087787732484,online,2021-01-01 04:58:00,0
8455,105.04687704109118,online,2021-01-01 04:59:00,0
5014,304.1252569813502,online,2021-01-01 05:00:00,0
2686,63.72847353547985,online,2021-01-01 05:01:00,0
4009,600.6642270335698,online,2021-01-01 05:02:00,0
8806,95.99427890632096,online,2021-01-01 05:03:00,1
1154,704.6964977254343,online,2021-01-01 05:04:00,0
2409,62.11569150088951,offline,2021-01-01 05:05:00,0
1784,68.71580585308584,online,2021-01-01 05:06:00,0
9096,312.2726400429337,offline,2021-01-01 05:07:00,0
8560,897.6058097195847,online,2021-01-01 05:08:00,0
8343,644.9793162360834,online,2021-01-01 05:09:00,0
8206,772.4299790096302,online,2021-01-01 05:10:00,0
6596,150.136588382335,online,2021-01-01 05:11:00,0
6801,835.7841789147734,offline,2021-01-01 05:12:00,0
3806,18.0647857122928,offline,2021-01-01 05:13:00,0
1537,220.92677722567606,online,2021-01-01 05:14:00,0
6986,619.9313979384935,offline,2021-01-01 05:15:00,1
2841,381.49394450810985,online,2021-01-01 05:16:00,0
9716,984.3514578013778,offline,2021-01-01 05:17:00,0
7971,40.035854350135054,online,2021-01-01 05:18:00,0
6625,998.6121862571778,offline,2021-01-01 05:19:00,0
3950,627.3915545327029,offline,2021-01-01 05:20:00,0
8992,563.1199246501355,offline,2021-01-01 05:21:00,0
5780,68.91731813833462,online,2021-01-01 05:22:00,0
3368,280.59558789923176,offline,2021-01-01 05:23:00,0
7655,925.4160614086798,online,2021-01-01 05:24:00,0
9173,360.7035431573518,offline,2021-01-01 05:25:00,0
5495,665.0366684625784,online,2021-01-01 05:26:00,0
7002,999.5013869145345,online,2021-01-01 05:27:00,0
7614,270.43901669520574,online,2021-01-01 05:28:00,1
6919,580.3200702243488,offline,2021-01-01 05:29:00,0
1853,699.473414775191,offline,2021-01-01 05:30:00,0
5146,172.980974099761,online,2021-01-01 05:31:00,0
4769,157.18583805922026,online,2021-01-01 05:32:00,0
1574,461.74483254159156,online,2021-01-01 05:33:00,0
2148,391.9543965416965,offline,2021-01-01 05:34:00,0
7293,717.0732824887407,offline,2021-01-01 05:35:00,0
7457,78.81368373410038,offline,2021-01-01 05:36:00,0
8509,972.4449575032835,offline,2021-01-01 05:37:00,0
5777,24.134211868974035,offline,2021-01-01 05:38:00,0
4854,605.3036560927897,online,2021-01-01 05:39:00,0
3491,567.0062699087144,online,2021-01-01 05:40:00,0
4124,143.3685735610285,online,2021-01-01 05:41:00,0
6691,159.4068228863945,online,2021-01-01 05:42:00,0
4051,794.7507129166805,offline,2021-01-01 05:43:00,0
1004,888.6868338285562,offline,2021-01-01 05:44:00,0
6222,290.18679622493187,online,2021-01-01 05:45:00,0
6315,443.58432432294273,offline,2021-01-01 05:46:00,0
5869,361.44509062797005,online,2021-01-01 05:47:00,0
1876,81.82154285678537,offline,2021-01-01 05:48:00,0
8027,676.4722035556513,offline,2021-01-01 05:49:00,0
5142,826.9410054576332,online,2021-01-01 05:50:00,0
7966,311.830563817295,online,2021-01-01 05:51:00,0
8079,990.274035694411,online,2021-01-01 05:52:00,0
8987,85.09304170953138,offline,2021-01-01 05:53:00,0
7799,665.1728066763757,offline,2021-01-01 05:54:00,0
5465,453.7457343808281,offline,2021-01-01 05:55:00,0
1635,452.1358820955893,online,2021-01-01 05:56:00,0
2693,463.06915987320485,online,2021-01-01 05:57:00,0
5752,266.09495606341414,online,2021-01-01 05:58:00,0
9311,718.4071990589101,offline,2021-01-01 05:59:00,0
1830,724.3607608241766,offline,2021-01-01 06:00:00,0
6177,289.57313900476873,online,2021-01-01 06:01:00,0
9932,836.9533962498657,online,2021-01-01 06:02:00,0
9308,323.6764942138267,online,2021-01-01 06:03:00,0
6949,727.8421927466768,offline,2021-01-01 06:04:00,0
3838,129.78976983694577,offline,2021-01-01 06:05:00,0
2150,177.01462637570822,online,2021-01-01 06:06:00,0
8560,322.63768806316864,online,2021-01-01 06:07:00,0
2931,597.9350299911829,online,2021-01-01 06:08:00,0
2664,649.0563706239124,offline,2021-01-01 06:09:00,0
2081,402.3926102478001,offline,2021-01-01 06:10:00,0
1512,87.06076157940889,offline,2021-01-01 06:11:00,0
8805,379.89830557179704,online,2021-01-01 06:12:00,0
6237,691.87984079956,online,2021-01-01 06:13:00,0
1559,674.2855065190128,online,2021-01-01 06:14:00,0
4672,168.59444907338832,online,2021-01-01 06:15:00,0
8404,17.706130566277483,online,2021-01-01 06:16:00,1
4343,755.4518011231556,online,2021-01-01 06:17:00,0
5070,115.30448472139128,online,2021-01-01 06:18:00,0
1580,91.52565252464264,online,2021-01-01 06:19:00,0
8004,12.674204665821833,online,2021-01-01 06:20:00,0
9130,438.27531269735795,online,2021-01-01 06:21:00,0
4147,508.23126189180624,online,2021-01-01 06:22:00,0
5249,641.2874056871048,offline,2021-01-01 06:23:00,0
2679,303.10320230546,online,2021-01-01 06:24:00,1
4506,713.3204692229122,online,2021-01-01 06:25:00,0
8253,177.63853883287214,offline,2021-01-01 06:26:00,0
3744,833.6701525792439,online,2021-01-01 06:27:00,0
6188,576.1298456015411,offline,2021-01-01 06:28:00,0
3141,588.0509251383279,offline,2021-01-01 06:29:00,0
7617,217.67765964131706,online,2021-01-01 06:30:00,0
3479,83.36766180738437,online,2021-01-01 06:31:00,0
7484,470.0775550498647,offline,2021-01-01 06:32:00,0
8421,619.4558324031353,online,2021-01-01 06:33:00,0
5452,104.09599407506875,online,2021-01-01 06:34:00,0
6881,951.029129782885,online,2021-01-01 06:35:00,0
7665,980.6102166304787,offline,2021-01-01 06:36:00,0
3849,550.0021284385671,offline,2021-01-01 06:37:00,1
8390,950.5684637206721,online,2021-01-01 06:38:00,0
7905,187.65078520504454,online,2021-01-01 06:39:00,0
3489,35.16647832772965,offline,2021-01-01 06:40:00,0
5611,49.01543993748603,offline,2021-01-01 06:41:00,0
3839,591.6373546325113,online,2021-01-01 06:42:00,0
9527,71.02546460245529,online,2021-01-01 06:43:00,0
6878,958.9601507558461,online,2021-01-01 06:44:00,1
7303,150.5138786518046,offline,2021-01-01 06:45:00,1
1851,311.67557799244884,offline,2021-01-01 06:46:00,0
2687,824.292623978365,online,2021-01-01 06:47:00,1
7833,226.55291987305216,offline,2021-01-01 06:48:00,1
3427,250.5387738700249,online,2021-01-01 06:49:00,0
5000,645.885866233108,online,2021-01-01 06:50:00,0
6052,283.3252276043697,online,2021-01-01 06:51:00,0
3738,225.27315766762328,online,2021-01-01 06:52:00,0
6732,261.63593716260095,online,2021-01-01 06:53:00,0
6387,495.7410243473196,offline,2021-01-01 06:54:00,0
9002,966.4388740041672,offline,2021-01-01 06:55:00,0
6536,833.915562145616,online,2021-01-01 06:56:00,1
4913,291.76416191457537,offline,2021-01-01 06:57:00,0
2066,369.73947641311673,online,2021-01-01 06:58:00,0
8723,469.86712799903665,offline,2021-01-01 06:59:00,0
5380,979.1403505468205,offline,2021-01-01 07:00:00,0
5107,180.66656365235855,offline,2021-01-01 07:01:00,0
6726,363.908272456964,offline,2021-01-01 07:02:00,0
4373,732.1318330428878,online,2021-01-01 07:03:00,0
9945,964.3042969262539,offline,2021-01-01 07:04:00,0
3082,164.1184606365953,offline,2021-01-01 07:05:00,0
9967,235.1061546524023,offline,2021-01-01 07:06:00,0
7748,233.43772764652593,offline,2021-01-01 07:07:00,0
1417,30.722709197152778,offline,2021-01-01 07:08:00,0
9306,608.07446873114,offline,2021-01-01 07:09:00,0
9808,673.9960434044349,offline,2021-01-01 07:10:00,0
4974,606.5006312240008,offline,2021-01-01 07:11:00,0
4267,80.6097595186862,online,2021-01-01 07:12:00,0
1825,78.53782448817539,online,2021-01-01 07:13:00,0
8668,218.28268894918278,online,2021-01-01 07:14:00,0
6745,297.3915705419255,offline,2021-01-01 07:15:00,0
1412,788.678219350947,online,2021-01-01 07:16:00,0
8543,167.7963630914319,online,2021-01-01 07:17:00,0
8587,53.65129423355681,online,2021-01-01 07:18:00,0
1728,400.0476326359246,offline,2021-01-01 07:19:00,0
8164,422.2282484405011,online,2021-01-01 07:20:00,1
9867,456.39826480706466,online,2021-01-01 07:21:00,1
6988,828.6345085866989,online,2021-01-01 07:22:00,0
3504,107.0253607222323,online,2021-01-01 07:23:00,0
3967,706.9026615977425,online,2021-01-01 07:24:00,0
3786,344.5661153348379,online,2021-01-01 07:25:00,0
2122,316.88033507111527,online,2021-01-01 07:26:00,0
5079,933.2176948251201,offline,2021-01-01 07:27:00,0
2571,255.98383917257462,online,2021-01-01 07:28:00,0
6073,646.1065169859727,online,2021-01-01 07:29:00,0
6104,282.3764798023312,offline,2021-01-01 07:30:00,0
3143,512.0724438139813,offline,2021-01-01 07:31:00,0
7806,788.4299636703151,offline,2021-01-01 07:32:00,0
8357,882.905298281098,offline,2021-01-01 07:33:00,0
4440,840.3102678920998,offline,2021-01-01 07:34:00,0
4766,586.3589287831934,online,2021-01-01 07:35:00,0
6644,256.3281521848399,online,2021-01-01 07:36:00,0
3914,664.6210494292471,online,2021-01-01 07:37:00,0
5968,712.8059953218119,offline,2021-01-01 07:38:00,0
6917,20.5850702123664,online,2021-01-01 07:39:00,0
9787,444.8184058225558,online,2021-01-01 07:40:00,0
1728,844.8294223935467,offline,2021-01-01 07:41:00,0
2365,494.6917202806169,offline,2021-01-01 07:42:00,0
5492,318.2616877416879,online,2021-01-01 07:43:00,0
1698,873.0797933144161,offline,2021-01-01 07:44:00,0
8186,164.32189055450766,online,2021-01-01 07:45:00,0
1395,214.38078009203838,offline,2021-01-01 07:46:00,0
8400,690.498643266772,online,2021-01-01 07:47:00,0
9082,358.91158211130926,online,2021-01-01 07:48:00,0
5171,715.8866673764411,online,2021-01-01 07:49:00,0
5360,166.12658504689696,offline,2021-01-01 07:50:00,0
3502,259.7463987048375,offline,2021-01-01 07:51:00,0
1717,165.08090457999717,offline,2021-01-01 07:52:00,0
3782,953.3812104278745,offline,2021-01-01 07:53:00,1
5946,411.3499212424149,online,2021-01-01 07:54:00,0
6486,343.8477108111237,online,2021-01-01 07:55:00,0
9335,24.060134609057055,online,2021-01-01 07:56:00,0
5980,161.88340361677854,online,2021-01-01 07:57:00,0
8266,426.9244976800745,offline,2021-01-01 07:58:00,0
5491,77.81776464617512,offline,2021-01-01 07:59:00,0
8192,515.6319362111548,offline,2021-01-01 08:00:00,1
6588,460.4652840798033,offline,2021-01-01 08:01:00,0
8651,769.4964589409085,online,2021-01-01 08:02:00,0
4636,663.2046743863134,offline,2021-01-01 08:03:00,0
2167,451.48783226736805,offline,2021-01-01 08:04:00,0
2062,232.41409310402074,offline,2021-01-01 08:05:00,0
3156,729.5949303576283,online,2021-01-01 08:06:00,0
8860,710.7834824196622,online,2021-01-01 08:07:00,0
6161,161.76319891023354,online,2021-01-01 08:08:00,0
6305,915.6043131111487,offline,2021-01-01 08:09:00,0
